Session:Name,Record #,Speaker,Orthography,Segment,Notes,situation,Session,start_time,end_time,start_seconds,end_seconds,pre_utt,pre_speaker,post_starttime,post_utt,post_speaker,pause_after,SpeechAct,ClauseType,comments
Alex.030516,15.0,Alex,I remove the bat .,000:15.195-000:16.520,,,Alex030516,000:15.195,000:16.520,15.195,16.52,I like it more with the bat .,Alex,16.727999999999998,Amanda xxx .,Alex,0.2079999999999984,,,
Alex.030516,16.0,Alex,Amanda xxx .,000:16.728-000:17.960,,,Alex030516,000:16.728,000:17.960,16.727999999999998,17.96,I remove the bat .,Alex,18.049,hi .,Alex,0.08899999999999864,,,
Alex.030516,17.0,Alex,hi .,000:18.049-000:18.790,,,Alex030516,000:18.049,000:18.790,18.049,18.79,Amanda xxx .,Alex,20.49,throw .,Alex,1.6999999999999993,,,
Alex.030516,18.0,Alex,throw .,000:20.490-000:21.040,,,Alex030516,000:20.490,000:21.040,20.49,21.04,hi .,Alex,21.258000000000006,throw ball .,Alex,0.21800000000000352,,,
Alex.030516,19.0,Alex,throw ball .,000:21.258-000:22.460,,,Alex030516,000:21.258,000:22.460,21.258000000000006,22.46,throw .,Alex,22.93,okay .,Mother,0.4699999999999989,,,
Alex.030516,20.0,Mother,okay .,000:22.930-000:23.450,,,Alex030516,000:22.930,000:23.450,22.93,23.45,throw ball .,Alex,22.46,that's for xxx .,Alex,-0.9899999999999984,,,
Alex.030516,21.0,Alex,that's for xxx .,000:22.460-000:24.490,,,Alex030516,000:22.460,000:24.490,22.46,24.49,okay .,Mother,30.91,oh .,Alex,6.420000000000003,,,
Alex.030516,22.0,Alex,oh .,000:30.910-000:31.490,,,Alex030516,000:30.910,000:31.490,30.91,31.49,that's for xxx .,Alex,33.8,xxx if you wanna go upstairs that's fine,Mother,2.3099999999999987,,,
Alex.030516,23.0,Mother,xxx if you wanna go upstairs that's fine,000:33.800-000:35.310,not talking to the child,,Alex030516,000:33.800,000:35.310,33.8,35.31,oh .,Alex,35.35,my mother's (replacement:replacement:mother is) up there,Mother,0.03999999999999915,,,
Alex.030516,24.0,Mother,my mother's (replacement:replacement:mother is) up there,000:35.350-000:36.270,,,Alex030516,000:35.350,000:36.270,35.35,36.27,xxx if you wanna go upstairs that's fine,Mother,36.29,but you can go right in the living room .,Mother,0.019999999999996014,,,
Alex.030516,25.0,Mother,but you can go right in the living room .,000:36.290-000:37.390,,,Alex030516,000:36.290,000:37.390,36.29,37.39,my mother's (replacement:replacement:mother is) up there,Mother,37.43,okay .,Camera Operator,0.03999999999999915,,,
Alex.030516,26.0,Camera Operator,okay .,000:37.430-000:37.762,,,Alex030516,000:37.430,000:37.762,37.43,37.762,but you can go right in the living room .,Mother,37.77,yeah she knows that you're here .,Mother,0.008000000000002672,,,
Alex.030516,27.0,Mother,yeah she knows that you're here .,000:37.770-000:38.940,,,Alex030516,000:37.770,000:38.940,37.77,38.94,okay .,Camera Operator,39.42,xxx you're gonna hit that with the bat ?,Mother,0.4800000000000039,,,
Alex.030516,28.0,Mother,xxx you're gonna hit that with the bat ?,000:39.420-000:41.240,,,Alex030516,000:39.420,000:41.240,39.42,41.24,yeah she knows that you're here .,Mother,41.87,that's too big !,Mother,0.6299999999999955,,,
Alex.030516,29.0,Mother,that's too big !,000:41.870-000:43.180,,,Alex030516,000:41.870,000:43.180,41.87,43.18,xxx you're gonna hit that with the bat ?,Mother,43.18,okay let play .,Alex,0.0,,,
Alex.030516,30.0,Alex,okay let play .,000:43.180-000:44.550,,,Alex030516,000:43.180,000:44.550,43.18,44.55,that's too big !,Mother,45.17,xxx see ?,Mother,0.6200000000000045,,,
Alex.030516,31.0,Mother,xxx see ?,000:45.170-000:45.840,,,Alex030516,000:45.170,000:45.840,45.17,45.84,okay let play .,Alex,46.75,xxx .,Alex,0.9099999999999966,,,
Alex.030516,32.0,Alex,xxx .,000:46.750-000:47.110,,,Alex030516,000:46.750,000:47.110,46.75,47.11,xxx see ?,Mother,47.13,how about your smaller ones ?,Mother,0.02000000000000313,,,
Alex.030516,33.0,Mother,how about your smaller ones ?,000:47.130-000:49.490,,,Alex030516,000:47.130,000:49.490,47.13,49.49,xxx .,Alex,49.566,how about (t:t:trail off),Alex,0.07600000000000051,,,
Alex.030516,34.0,Alex,how about (t:t:trail off),000:49.566-000:50.060,,,Alex030516,000:49.566,000:50.060,49.566,50.06,how about your smaller ones ?,Mother,49.77,your softball .,Mother,-0.28999999999999915,,,
Alex.030516,35.0,Mother,your softball .,000:49.770-000:50.510,,,Alex030516,000:49.770,000:50.510,49.77,50.51,how about (t:t:trail off),Alex,50.845,how bout xxx (.) hm: .,Alex,0.33500000000000085,,,
Alex.030516,36.0,Alex,how bout xxx (.) hm: .,000:50.845-000:51.810,,,Alex030516,000:50.845,000:51.810,50.845,51.81,your softball .,Mother,54.18,let me see .,Alex,2.369999999999997,,,
Alex.030516,37.0,Alex,let me see .,000:54.180-000:55.396,,,Alex030516,000:54.180,000:55.396,54.18,55.396,how bout xxx (.) hm: .,Alex,55.396,how bout Elmo { sport (?) } ?,Alex,0.0,,,
Alex.030516,38.0,Alex,how bout Elmo { sport (?) } ?,000:55.396-000:56.980,,,Alex030516,000:55.396,000:56.980,55.396,56.98,let me see .,Alex,56.98,that's fine .,Mother,0.0,,,
Alex.030516,39.0,Mother,that's fine .,000:56.980-000:57.976,,,Alex030516,000:56.980,000:57.976,56.98,57.976000000000006,how bout Elmo { sport (?) } ?,Alex,57.976000000000006,how bout Elmo sport instead ?,Alex,0.0,,,
Alex.030516,40.0,Alex,how bout Elmo sport instead ?,000:57.976-000:59.796,,,Alex030516,000:57.976,000:59.796,57.976000000000006,59.79600000000001,that's fine .,Mother,60.93,you can hit the Elmo's xxx,Mother,1.1339999999999932,,,
Alex.030516,41.0,Mother,you can hit the Elmo's xxx,001:00.930-001:02.140,,,Alex030516,001:00.930,001:02.140,60.93,62.14,how bout Elmo sport instead ?,Alex,62.16,but hit the ball,Mother,0.019999999999996014,,,
Alex.030516,42.0,Mother,but hit the ball,001:02.160-001:02.930,,,Alex030516,001:02.160,001:02.930,62.16,62.93,you can hit the Elmo's xxx,Mother,62.95,don't hit the tee .,Mother,0.02000000000000313,,,
Alex.030516,43.0,Mother,don't hit the tee .,001:02.950-001:03.910,,,Alex030516,001:02.950,001:03.910,62.95,63.91,but hit the ball,Mother,63.91,why don't you use the other bat ?,Mother,0.0,,,
Alex.030516,44.0,Mother,why don't you use the other bat ?,001:03.910-001:05.755,,,Alex030516,001:03.910,001:05.755,63.91,65.755,don't hit the tee .,Mother,65.79,you don't bat good with that one .,Mother,0.0350000000000108,,,
Alex.030516,45.0,Mother,you don't bat good with that one .,001:05.790-001:07.415,,,Alex030516,001:05.790,001:07.415,65.79,67.415,why don't you use the other bat ?,Mother,67.07,how bout the blue ?,Alex,-0.3450000000000131,,,
Alex.030516,46.0,Alex,how bout the blue ?,001:07.070-001:08.370,,,Alex030516,001:07.070,001:08.370,67.07,68.37,you don't bat good with that one .,Mother,69.53,how bout the (t:t:trail off question),Alex,1.1599999999999966,,,
Alex.030516,47.0,Alex,how bout the (t:t:trail off question),001:09.530-001:10.863,,,Alex030516,001:09.530,001:10.863,69.53,70.863,how bout the blue ?,Alex,69.774,or the red .,Mother,-1.0889999999999986,,,
Alex.030516,48.0,Mother,or the red .,001:09.774-001:10.648,,,Alex030516,001:09.774,001:10.648,69.774,70.648,how bout the (t:t:trail off question),Alex,71.08500000000002,or the red .,Alex,0.4370000000000118,,,
Alex.030516,49.0,Alex,or the red .,001:11.085-001:11.662,,,Alex030516,001:11.085,001:11.662,71.08500000000002,71.66199999999998,or the red .,Mother,71.696,or the the skinny blue .,Mother,0.033999999999991815,,,
Alex.030516,50.0,Mother,or the the skinny blue .,001:11.696-001:13.217,,,Alex030516,001:11.696,001:13.217,71.696,73.217,or the red .,Alex,76.31,this one ?,Alex,3.0930000000000035,,,
Alex.030516,51.0,Alex,this one ?,001:16.310-001:17.218,,,Alex030516,001:16.310,001:17.218,76.31,77.218,or the the skinny blue .,Mother,77.209,that's fine .,Mother,-0.009000000000000341,,,
Alex.030516,52.0,Mother,that's fine .,001:17.209-001:18.040,,,Alex030516,001:17.209,001:18.040,77.209,78.03999999999998,this one ?,Alex,78.337,that one ?,Alex,0.29700000000001125,,,
Alex.030516,53.0,Alex,that one ?,001:18.337-001:19.148,,,Alex030516,001:18.337,001:19.148,78.337,79.148,that's fine .,Mother,79.595,how bout no one ?,Alex,0.4470000000000027,,,
Alex.030516,54.0,Alex,how bout no one ?,001:19.595-001:21.495,,,Alex030516,001:19.595,001:21.495,79.595,81.495,that one ?,Alex,81.495,now hit the ball,Mother,0.0,,,
Alex.030516,55.0,Mother,now hit the ball,001:21.495-001:22.640,,,Alex030516,001:21.495,001:22.640,81.495,82.64,how bout no one ?,Alex,82.65,don't hit the tee,Mother,0.010000000000005116,,,
Alex.030516,56.0,Mother,don't hit the tee,001:22.650-001:23.640,,,Alex030516,001:22.650,001:23.640,82.65,83.64,now hit the ball,Mother,83.67,hit the ball .,Mother,0.030000000000001137,,,
Alex.030516,57.0,Mother,hit the ball .,001:23.670-001:24.440,,,Alex030516,001:23.670,001:24.440,83.67,84.44,don't hit the tee,Mother,85.01,this one ?,Alex,0.5700000000000074,,,
Alex.030516,58.0,Alex,this one ?,001:25.010-001:25.470,,,Alex030516,001:25.010,001:25.470,85.01,85.47,hit the ball .,Mother,85.87,yes but hit the ball .,Mother,0.4000000000000057,,,
Alex.030516,59.0,Mother,yes but hit the ball .,001:25.870-001:27.380,,,Alex030516,001:25.870,001:27.380,85.87,87.38,this one ?,Alex,86.35700000000001,orange one ?,Alex,-1.022999999999996,,,
Alex.030516,60.0,Alex,orange one ?,001:26.357-001:27.050,,,Alex030516,001:26.357,001:27.050,86.35700000000001,87.05,yes but hit the ball .,Mother,88.45,now go<es> the tee .,Alex,1.4000000000000057,,,
Alex.030516,61.0,Alex,now go<es> the tee .,001:28.450-001:29.741,,,Alex030516,001:28.450,001:29.741,88.45,89.741,orange one ?,Alex,89.28,go <a>head .,Mother,-0.4609999999999985,,,
Alex.030516,62.0,Mother,go <a>head .,001:29.280-001:29.643,,,Alex030516,001:29.280,001:29.643,89.28,89.64299999999999,now go<es> the tee .,Alex,89.78200000000002,hit the ball .,Mother,0.1389999999999958,,,
Alex.030516,63.0,Mother,hit the ball .,001:29.782-001:30.726,,,Alex030516,001:29.782,001:30.726,89.78200000000002,90.726,go <a>head .,Mother,90.726,watch it (.) okay .,Alex,0.0,,,
Alex.030516,64.0,Alex,watch it (.) okay .,001:30.726-001:31.442,,,Alex030516,001:30.726,001:31.442,90.726,91.442,hit the ball .,Mother,91.49,back up a little,Mother,0.04800000000000182,,,
Alex.030516,65.0,Mother,back up a little,001:31.490-001:32.130,,,Alex030516,001:31.490,001:32.130,91.49,92.13,watch it (.) okay .,Alex,92.14,there ya (replacement:replacement:you) go .,Mother,0.010000000000005116,,,
Alex.030516,66.0,Mother,there ya (replacement:replacement:you) go .,001:32.140-001:32.770,,,Alex030516,001:32.140,001:32.770,92.14,92.77,back up a little,Mother,92.921,now smash it .,Mother,0.15099999999998204,,,
Alex.030516,67.0,Mother,now smash it .,001:32.921-001:33.976,,,Alex030516,001:32.921,001:33.976,92.921,93.976,there ya (replacement:replacement:you) go .,Mother,95.12899999999999,see you're poppin<g> <th>em up,Mother,1.1529999999999916,,,
Alex.030516,68.0,Mother,see you're poppin<g> <th>em up,001:35.129-001:36.457,,,Alex030516,001:35.129,001:36.457,95.12899999999999,96.457,now smash it .,Mother,96.467,you hafta hit the ball .,Mother,0.010000000000005116,,,
Alex.030516,69.0,Mother,you hafta hit the ball .,001:36.467-001:37.786,,,Alex030516,001:36.467,001:37.786,96.467,97.786,see you're poppin<g> <th>em up,Mother,98.48,"how bout this one , Mom ?",Alex,0.6939999999999884,,,
Alex.030516,70.0,Alex,"how bout this one , Mom ?",001:38.480-001:39.743,,,Alex030516,001:38.480,001:39.743,98.48,99.743,you hafta hit the ball .,Mother,99.76,that's <be>cause you're connecting to the tee .,Mother,0.01699999999999591,,,
Alex.030516,71.0,Mother,that's <be>cause you're connecting to the tee .,001:39.760-001:41.228,,,Alex030516,001:39.760,001:41.228,99.76,101.228,"how bout this one , Mom ?",Alex,104.985,what ?,Mother,3.7569999999999912,,,
Alex.030516,72.0,Mother,what ?,001:44.985-001:45.404,,,Alex030516,001:44.985,001:45.404,104.985,105.404,that's <be>cause you're connecting to the tee .,Mother,105.779,this one .,Alex,0.375,,,
Alex.030516,73.0,Alex,this one .,001:45.779-001:46.567,,,Alex030516,001:45.779,001:46.567,105.779,106.56700000000001,what ?,Mother,108.8,"Ma , this one .",Alex,2.2329999999999903,,,
Alex.030516,74.0,Alex,"Ma , this one .",001:48.800-001:49.566,,,Alex030516,001:48.800,001:49.566,108.8,109.566,this one .,Alex,109.566,xxx you're gonna hit it or throw it ?,Mother,0.0,,,
Alex.030516,75.0,Mother,xxx you're gonna hit it or throw it ?,001:49.566-001:51.320,,,Alex030516,001:49.566,001:51.320,109.566,111.32,"Ma , this one .",Alex,113.3,like this .,Alex,1.980000000000004,,,
Alex.030516,76.0,Alex,like this .,001:53.300-001:53.840,,,Alex030516,001:53.300,001:53.840,113.3,113.84,xxx you're gonna hit it or throw it ?,Mother,114.12,you're gonna hit it ?,Mother,0.28000000000000114,,,
Alex.030516,77.0,Mother,you're gonna hit it ?,001:54.120-001:54.790,,,Alex030516,001:54.120,001:54.790,114.12,114.79,like this .,Alex,115.15299999999999,xxx .,Alex,0.3629999999999996,,,
Alex.030516,78.0,Alex,xxx .,001:55.153-001:56.350,,,Alex030516,001:55.153,001:56.350,115.15299999999999,116.35,you're gonna hit it ?,Mother,115.35,it's so big .,Mother,-1.0,,,
Alex.030516,79.0,Mother,it's so big .,001:55.350-001:56.150,,,Alex030516,001:55.350,001:56.150,115.35,116.15,xxx .,Alex,116.74,"oh Ma , it is too big .",Alex,0.5900000000000034,,,
Alex.030516,80.0,Alex,"oh Ma , it is too big .",001:56.740-001:58.448,,,Alex030516,001:56.740,001:58.448,116.74,118.448,it's so big .,Mother,119.15,why yyy ?,Alex,0.7019999999999982,,,
Alex.030516,81.0,Alex,why yyy ?,001:59.150-001:59.940,,,Alex030516,001:59.150,001:59.940,119.15,119.94,"oh Ma , it is too big .",Alex,120.86,roll this xxx .,Alex,0.9200000000000016,,,
Alex.030516,82.0,Alex,roll this xxx .,002:00.860-002:01.930,,,Alex030516,002:00.860,002:01.930,120.86,121.93,why yyy ?,Alex,122.72,dribble,Mother,0.7899999999999922,,,
Alex.030516,83.0,Mother,dribble,002:02.720-002:03.310,,,Alex030516,002:02.720,002:03.310,122.72,123.31,roll this xxx .,Alex,123.31,that's right,Mother,0.0,,,
Alex.030516,84.0,Mother,that's right,002:03.310-002:04.000,,,Alex030516,002:03.310,002:04.000,123.31,124.0,dribble,Mother,124.02,keep practicing .,Mother,0.019999999999996014,,,
Alex.030516,85.0,Mother,keep practicing .,002:04.020-002:05.010,,,Alex030516,002:04.020,002:05.010,124.02,125.01,that's right,Mother,125.5,roll this one .,Alex,0.4899999999999949,,,
Alex.030516,86.0,Alex,roll this one .,002:05.500-002:06.430,,,Alex030516,002:05.500,002:06.430,125.5,126.43,keep practicing .,Mother,127.36,oop<s> !,Mother,0.9299999999999926,,,
Alex.030516,87.0,Mother,oop<s> !,002:07.360-002:07.640,,,Alex030516,002:07.360,002:07.640,127.36,127.64,roll this one .,Alex,128.63,we are all gonna put it in my back .,Alex,0.9899999999999948,,,
Alex.030516,88.0,Alex,we are all gonna put it in my back .,002:08.630-002:10.720,,,Alex030516,002:08.630,002:10.720,128.63,130.72,oop<s> !,Mother,131.34,it's sorry .,Alex,0.6200000000000045,,,
Alex.030516,89.0,Alex,it's sorry .,002:11.340-002:12.438,,,Alex030516,002:11.340,002:12.438,131.34,132.438,we are all gonna put it in my back .,Alex,132.71,"I am sorry Mommy , put it in my back .",Alex,0.2720000000000198,,,
Alex.030516,90.0,Alex,"I am sorry Mommy , put it in my back .",002:12.710-002:14.700,,,Alex030516,002:12.710,002:14.700,132.71,134.7,it's sorry .,Alex,135.2,what honey ?,Mother,0.5,,,
Alex.030516,91.0,Mother,what honey ?,002:15.200-002:15.630,,,Alex030516,002:15.200,002:15.630,135.2,135.63,"I am sorry Mommy , put it in my back .",Alex,135.805,go <a>head .,Mother,0.17500000000001134,,,
Alex.030516,92.0,Mother,go <a>head .,002:15.805-002:16.090,,,Alex030516,002:15.805,002:16.090,135.805,136.09,what honey ?,Mother,136.58100000000002,what's the matter with your,Mother,0.4909999999999855,,,
Alex.030516,93.0,Mother,what's the matter with your,002:16.581-002:17.050,,,Alex030516,002:16.581,002:17.050,136.58100000000002,137.05,go <a>head .,Mother,137.05,no your bag,Mother,0.0,,,
Alex.030516,94.0,Mother,no your bag,002:17.050-002:17.970,,,Alex030516,002:17.050,002:17.970,137.05,137.97,what's the matter with your,Mother,138.12,what's the matter,Mother,0.15000000000000568,,,
Alex.030516,95.0,Mother,what's the matter,002:18.120-002:18.555,,,Alex030516,002:18.120,002:18.555,138.12,138.555,no your bag,Mother,138.565,come here .,Mother,0.009999999999990905,,,
Alex.030516,96.0,Mother,come here .,002:18.565-002:18.990,,,Alex030516,002:18.565,002:18.990,138.565,138.99,what's the matter,Mother,139.201,come here .,Mother,0.2109999999999843,,,
Alex.030516,97.0,Mother,come here .,002:19.201-002:19.945,,,Alex030516,002:19.201,002:19.945,139.201,139.945,come here .,Mother,140.79,hold this please .,Mother,0.8449999999999989,,,
Alex.030516,98.0,Mother,hold this please .,002:20.790-002:21.713,,,Alex030516,002:20.790,002:21.713,140.79,141.713,come here .,Mother,141.713,hold this please .,Mother,0.0,,,
Alex.030516,99.0,Mother,hold this please .,002:21.713-002:22.480,,,Alex030516,002:21.713,002:22.480,141.713,142.48,hold this please .,Mother,143.90200000000004,let me see .,Mother,1.4219999999999968,,,
Alex.030516,100.0,Mother,let me see .,002:23.902-002:24.926,,,Alex030516,002:23.902,002:24.926,143.90200000000004,144.92600000000004,hold this please .,Mother,152.135,"Ma , hit over branches ?",Alex,7.209000000000002,,,
Alex.030516,101.0,Alex,"Ma , hit over branches ?",002:32.135-002:34.150,,,Alex030516,002:32.135,002:34.150,152.135,154.15,let me see .,Mother,154.245,do you want me to hit it over the branches ?,Mother,0.09499999999999886,,,
Alex.030516,102.0,Mother,do you want me to hit it over the branches ?,002:34.245-002:36.697,,,Alex030516,002:34.245,002:36.697,154.245,156.697,"Ma , hit over branches ?",Alex,155.993,"mm , no like this .",Alex,-0.7040000000000077,,,
Alex.030516,103.0,Alex,"mm , no like this .",002:35.993-002:36.686,,,Alex030516,002:35.993,002:36.686,155.993,156.686,do you want me to hit it over the branches ?,Mother,157.28300000000004,I don't know if I can .,Mother,0.5970000000000084,,,
Alex.030516,104.0,Mother,I don't know if I can .,002:37.283-002:38.135,,,Alex030516,002:37.283,002:38.135,157.28300000000004,158.135,"mm , no like this .",Alex,157.752,Mommy .,Alex,-0.38299999999998136,,,
Alex.030516,105.0,Alex,Mommy .,002:37.752-002:38.403,,,Alex030516,002:37.752,002:38.403,157.752,158.403,I don't know if I can .,Mother,158.135,let me see,Mother,-0.2680000000000007,,,
Alex.030516,106.0,Mother,let me see,002:38.135-002:38.569,,,Alex030516,002:38.135,002:38.569,158.135,158.56900000000005,Mommy .,Alex,158.6,I'll try .,Mother,0.030999999999977487,,,
Alex.030516,107.0,Mother,I'll try .,002:38.600-002:39.272,,,Alex030516,002:38.600,002:39.272,158.6,159.27200000000005,let me see,Mother,159.28300000000004,that's Daddy's department .,Mother,0.011000000000024102,,,
Alex.030516,108.0,Mother,that's Daddy's department .,002:39.283-002:41.155,,,Alex030516,002:39.283,002:41.155,159.28300000000004,161.155,I'll try .,Mother,161.755,like this !,Alex,0.5999999999999943,,,
Alex.030516,109.0,Alex,like this !,002:41.755-002:42.686,,,Alex030516,002:41.755,002:42.686,161.755,162.686,that's Daddy's department .,Mother,163.61700000000005,like volleyball ?,Mother,0.9309999999999832,,,
Alex.030516,110.0,Mother,like volleyball ?,002:43.617-002:44.845,,,Alex030516,002:43.617,002:44.845,163.61700000000005,164.845,like this !,Alex,164.845,"yeah , like volleyball something .",Alex,0.0,,,
Alex.030516,111.0,Alex,"yeah , like volleyball something .",002:44.845-002:46.792,,,Alex030516,002:44.845,002:46.792,164.845,166.792,like volleyball ?,Mother,167.81599999999997,xxx .,Alex,1.0240000000000011,,,
Alex.030516,112.0,Alex,xxx .,002:47.816-002:48.330,,,Alex030516,002:47.816,002:48.330,167.81599999999997,168.32999999999996,"yeah , like volleyball something .",Alex,167.838,oop<s> .,Mother,-0.4919999999999902,,,
Alex.030516,113.0,Mother,oop<s> .,002:47.838-002:48.262,,,Alex030516,002:47.838,002:48.262,167.838,168.262,xxx .,Alex,168.32999999999996,xxx .,Alex,0.06799999999998363,,,
Alex.030516,114.0,Alex,xxx .,002:48.330-002:50.331,,,Alex030516,002:48.330,002:50.331,168.32999999999996,170.33100000000005,oop<s> .,Mother,169.72099999999998,oop<s> .,Mother,-0.6100000000000136,,,
Alex.030516,115.0,Mother,oop<s> .,002:49.721-002:50.030,,,Alex030516,002:49.721,002:50.030,169.72099999999998,170.03,xxx .,Alex,170.899,"how bout this one , Ma ?",Alex,0.8689999999999998,,,
Alex.030516,116.0,Alex,"how bout this one , Ma ?",002:50.899-002:51.833,,,Alex030516,002:50.899,002:51.833,170.899,171.833,oop<s> .,Mother,173.28799999999995,xxx it .,Alex,1.4550000000000125,,,
Alex.030516,117.0,Alex,xxx it .,002:53.288-002:53.675,,,Alex030516,002:53.288,002:53.675,173.28799999999995,173.675,"how bout this one , Ma ?",Alex,174.922,holy moly Alex !,Mother,1.2469999999999857,,,
Alex.030516,118.0,Mother,holy moly Alex !,002:54.922-002:56.102,,,Alex030516,002:54.922,002:56.102,174.922,176.102,xxx it .,Alex,178.915,xxx (.) holy moly .,Alex,2.812999999999988,,,
Alex.030516,119.0,Alex,xxx (.) holy moly .,002:58.915-003:01.080,,,Alex030516,002:58.915,003:01.080,178.915,181.08,holy moly Alex !,Mother,185.38,xxx .,Alex,4.299999999999983,,,
Alex.030516,120.0,Alex,xxx .,003:05.380-003:06.694,,,Alex030516,003:05.380,003:06.694,185.38,186.694,xxx (.) holy moly .,Alex,185.783,throw this in the branches ?,Mother,-0.9110000000000014,,,
Alex.030516,121.0,Mother,throw this in the branches ?,003:05.783-003:07.045,,,Alex030516,003:05.783,003:07.045,185.783,187.045,xxx .,Alex,187.166,"yeah , put this in the xxx .",Alex,0.12100000000000932,,,
Alex.030516,122.0,Alex,"yeah , put this in the xxx .",003:07.166-003:08.732,,,Alex030516,003:07.166,003:08.732,187.166,188.732,throw this in the branches ?,Mother,188.732,up there xxx sticks .,Alex,0.0,,,
Alex.030516,123.0,Alex,up there xxx sticks .,003:08.732-003:10.890,,,Alex030516,003:08.732,003:10.890,188.732,190.89,"yeah , put this in the xxx .",Alex,190.891,oh this one's (replacement:replacement:one is) losing air .,Mother,0.0010000000000047748,,,
Alex.030516,124.0,Mother,oh this one's (replacement:replacement:one is) losing air .,003:10.891-003:12.463,,,Alex030516,003:10.891,003:12.463,190.891,192.463,up there xxx sticks .,Alex,192.889,oop<s> xxx .,Alex,0.42600000000001614,,,
Alex.030516,125.0,Alex,oop<s> xxx .,003:12.889-003:13.241,,,Alex030516,003:12.889,003:13.241,192.889,193.24099999999999,oh this one's (replacement:replacement:one is) losing air .,Mother,196.386,there it is .,Mother,3.1450000000000102,,,
Alex.030516,126.0,Mother,there it is .,003:16.386-003:16.923,,,Alex030516,003:16.386,003:16.923,196.386,196.923,oop<s> xxx .,Alex,198.651,that's a birdie .,Alex,1.7280000000000086,,,
Alex.030516,127.0,Alex,that's a birdie .,003:18.651-003:19.761,,,Alex030516,003:18.651,003:19.761,198.651,199.761,there it is .,Mother,199.761,let me try .,Alex,0.0,,,
Alex.030516,128.0,Alex,let me try .,003:19.761-003:20.802,,,Alex030516,003:19.761,003:20.802,199.761,200.802,that's a birdie .,Alex,200.802,alright where's your bat ?,Mother,0.0,,,
Alex.030516,129.0,Mother,alright where's your bat ?,003:20.802-003:21.557,,,Alex030516,003:20.802,003:21.557,200.802,201.557,let me try .,Alex,201.933,Mommy .,Alex,0.3760000000000048,,,
